Question ID,Question Title,Difficulty Level,Similar Questions Text,Solution Link,url,Question Text,Python Solution Path,Solution Exists
133,Clone Graph,Medium,"[Copy List with Random Pointer, /problems/copy-list-with-random-pointer/, Medium], [Clone Binary Tree With Random Pointer, /problems/clone-binary-tree-with-random-pointer/, Medium], [Clone N-ary Tree, /problems/clone-n-ary-tree/, Medium]",https://leetcode.com/articles/clone-graph,https://leetcode.com/problems/clone-graph,"Given a reference of a node in a connected undirected graph. Return a deep copy (clone) of the graph. Each node in the graph contains a value (int) and a list (List[Node]) of its neighbors.  Test case format: For simplicity, each node's value is the same as the node's index (1-indexed). For example, the first node with val == 1, the second node with val == 2, and so on. The graph is represented in the test case using an adjacency list. An adjacency list is a collection of unordered lists used to represent a finite graph. Each list describes the set of neighbors of a node in the graph. The given node will always be the first node with val = 1. You must return the copy of the given node as a reference to the cloned graph. ",./PythonSolutions/clone-graph.py,True
136,Single Number,Easy,"[Single Number II, /problems/single-number-ii/, Medium], [Single Number III, /problems/single-number-iii/, Medium], [Missing Number, /problems/missing-number/, Easy], [Find the Duplicate Number, /problems/find-the-duplicate-number/, Medium], [Find the Difference, /problems/find-the-difference/, Easy]",https://leetcode.com/articles/single-number,https://leetcode.com/problems/single-number,"Given a non-empty array of integers nums, every element appears twice except for one. Find that single one. You must implement a solution with a linear runtime complexity and use only constant extra space. ",./PythonSolutions/single-number.py,True
137,Single Number II,Medium,"[Single Number, /problems/single-number/, Easy], [Single Number III, /problems/single-number-iii/, Medium]",https://leetcode.com/articles/single-number-ii,https://leetcode.com/problems/single-number-ii,"Given an integer array nums where every element appears three times except for one, which appears exactly once. Find the single element and return it. You must implement a solution with a linear runtime complexity and use only constant extra space. ",./PythonSolutions/single-number-ii.py,True
138,Copy List with Random Pointer,Medium,"[Clone Graph, /problems/clone-graph/, Medium], [Clone Binary Tree With Random Pointer, /problems/clone-binary-tree-with-random-pointer/, Medium], [Clone N-ary Tree, /problems/clone-n-ary-tree/, Medium]",https://leetcode.com/articles/copy-list-with-random-pointer,https://leetcode.com/problems/copy-list-with-random-pointer,"A linked list of length n is given such that each node contains an additional random pointer, which could point to any node in the list, or null. Construct a deep copy of the list. The deep copy should consist of exactly n brand new nodes, where each new node has its value set to the value of its corresponding original node. Both the next and random pointer of the new nodes should point to new nodes in the copied list such that the pointers in the original list and copied list represent the same list state. None of the pointers in the new list should point to nodes in the original list. For example, if there are two nodes X and Y in the original list, where X.random --> Y, then for the corresponding two nodes x and y in the copied list, x.random --> y. Return the head of the copied linked list. The linked list is represented in the input/output as a list of n nodes. Each node is represented as a pair of [val, random_index] where: Your code will only be given the head of the original linked list. ",./PythonSolutions/copy-list-with-random-pointer.py,True
139,Word Break,Medium,"[Word Break II, /problems/word-break-ii/, Hard]",https://leetcode.com/articles/word-break,https://leetcode.com/problems/word-break,"Given a string s and a dictionary of strings wordDict, return true if s can be segmented into a space-separated sequence of one or more dictionary words. Note that the same word in the dictionary may be reused multiple times in the segmentation. ",./PythonSolutions/word-break.py,True
140,Word Break II,Hard,"[Word Break, /problems/word-break/, Medium], [Concatenated Words, /problems/concatenated-words/, Hard]",https://leetcode.com/articles/word-break-ii,https://leetcode.com/problems/word-break-ii,"Given a string s and a dictionary of strings wordDict, add spaces in s to construct a sentence where each word is a valid dictionary word. Return all such possible sentences in any order. Note that the same word in the dictionary may be reused multiple times in the segmentation. ",./PythonSolutions/word-break-ii.py,True
141,Linked List Cycle,Easy,"[Linked List Cycle II, /problems/linked-list-cycle-ii/, Medium], [Happy Number, /problems/happy-number/, Easy]",https://leetcode.com/articles/linked-list-cycle,https://leetcode.com/problems/linked-list-cycle,"Given head, the head of a linked list, determine if the linked list has a cycle in it. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to. Note that pos is not passed as a parameter. Return true if there is a cycle in the linked list. Otherwise, return false. ",./PythonSolutions/linked-list-cycle.py,True
142,Linked List Cycle II,Medium,"[Linked List Cycle, /problems/linked-list-cycle/, Easy], [Find the Duplicate Number, /problems/find-the-duplicate-number/, Medium]",https://leetcode.com/articles/linked-list-cycle-ii,https://leetcode.com/problems/linked-list-cycle-ii,"Given the head of a linked list, return the node where the cycle begins. If there is no cycle, return null. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to (0-indexed). It is -1 if there is no cycle. Note that pos is not passed as a parameter. Do not modify the linked list. ",./PythonSolutions/linked-list-cycle-ii.py,True
144,Binary Tree Preorder Traversal,Medium,"[Binary Tree Inorder Traversal, /problems/binary-tree-inorder-traversal/, Medium], [Verify Preorder Sequence in Binary Search Tree, /problems/verify-preorder-sequence-in-binary-search-tree/, Medium], [N-ary Tree Preorder Traversal, /problems/n-ary-tree-preorder-traversal/, Easy]",https://leetcode.com/articles/binary-tree-preorder-traversal,https://leetcode.com/problems/binary-tree-preorder-traversal,"Given the root of a binary tree, return the preorder traversal of its nodes' values. ",./PythonSolutions/binary-tree-preorder-traversal.py,True
145,Binary Tree Postorder Traversal,Medium,"[Binary Tree Inorder Traversal, /problems/binary-tree-inorder-traversal/, Medium], [N-ary Tree Postorder Traversal, /problems/n-ary-tree-postorder-traversal/, Easy]",https://leetcode.com/articles/binary-tree-postorder-traversal,https://leetcode.com/problems/binary-tree-postorder-traversal,"Given the root of a binary tree, return the postorder traversal of its nodes' values. ",./PythonSolutions/binary-tree-postorder-traversal.py,True
146,LRU Cache,Medium,"[LFU Cache, /problems/lfu-cache/, Hard], [Design In-Memory File System, /problems/design-in-memory-file-system/, Hard], [Design Compressed String Iterator, /problems/design-compressed-string-iterator/, Easy], [Design Most Recently Used Queue, /problems/design-most-recently-used-queue/, Medium]",https://leetcode.com/articles/lru-cache,https://leetcode.com/problems/lru-cache,Design a data structure that follows the constraints of a Least Recently Used (LRU) cache. Implement the LRUCache class: The functions get and put must each run in O(1) average time complexity. ,./PythonSolutions/lru-cache.py,True
147,Insertion Sort List,Medium,"[Sort List, /problems/sort-list/, Medium], [Insert into a Sorted Circular Linked List, /problems/insert-into-a-sorted-circular-linked-list/, Medium]",https://leetcode.com/articles/insertion-sort-list,https://leetcode.com/problems/insertion-sort-list,"Given the head of a singly linked list, sort the list using insertion sort, and return the sorted list's head. The steps of the insertion sort algorithm: The following is a graphical example of the insertion sort algorithm. The partially sorted list (black) initially contains only the first element in the list. One element (red) is removed from the input data and inserted in-place into the sorted list with each iteration. ",./PythonSolutions/insertion-sort-list.py,True
148,Sort List,Medium,"[Merge Two Sorted Lists, /problems/merge-two-sorted-lists/, Easy], [Sort Colors, /problems/sort-colors/, Medium], [Insertion Sort List, /problems/insertion-sort-list/, Medium]",https://leetcode.com/articles/sort-list,https://leetcode.com/problems/sort-list,"Given the head of a linked list, return the list after sorting it in ascending order. ",./PythonSolutions/sort-list.py,True
149,Max Points on a Line,Hard,"[Line Reflection, /problems/line-reflection/, Medium]",https://leetcode.com/articles/max-points-on-a-line,https://leetcode.com/problems/max-points-on-a-line,"Given an array of points where points[i] = [xi, yi] represents a point on the X-Y plane, return the maximum number of points that lie on the same straight line. ",./PythonSolutions/max-points-on-a-line.py,True
150,Evaluate Reverse Polish Notation,Medium,"[Basic Calculator, /problems/basic-calculator/, Hard], [Expression Add Operators, /problems/expression-add-operators/, Hard]",https://leetcode.com/articles/evaluate-reverse-polish-notation,https://leetcode.com/problems/evaluate-reverse-polish-notation,"Evaluate the value of an arithmetic expression in Reverse Polish Notation. Valid operators are +, -, *, and /. Each operand may be an integer or another expression. Note that division between two integers should truncate toward zero. It is guaranteed that the given RPN expression is always valid. That means the expression would always evaluate to a result, and there will not be any division by zero operation. ",./PythonSolutions/evaluate-reverse-polish-notation.py,True
151,Reverse Words in a String,Medium,"[Reverse Words in a String II, /problems/reverse-words-in-a-string-ii/, Medium]",https://leetcode.com/articles/reverse-words-in-a-string,https://leetcode.com/problems/reverse-words-in-a-string,"Given an input string s, reverse the order of the words. A word is defined as a sequence of non-space characters. The words in s will be separated by at least one space. Return a string of the words in reverse order concatenated by a single space. Note that s may contain leading or trailing spaces or multiple spaces between two words. The returned string should only have a single space separating the words. Do not include any extra spaces. ",./PythonSolutions/reverse-words-in-a-string.py,True
152,Maximum Product Subarray,Medium,"[Maximum Subarray, /problems/maximum-subarray/, Easy], [House Robber, /problems/house-robber/, Medium], [Product of Array Except Self, /problems/product-of-array-except-self/, Medium], [Maximum Product of Three Numbers, /problems/maximum-product-of-three-numbers/, Easy], [Subarray Product Less Than K, /problems/subarray-product-less-than-k/, Medium]",https://leetcode.com/articles/maximum-product-subarray,https://leetcode.com/problems/maximum-product-subarray,"Given an integer array nums, find a contiguous non-empty subarray within the array that has the largest product, and return the product. The test cases are generated so that the answer will fit in a 32-bit integer. A subarray is a contiguous subsequence of the array. ",./PythonSolutions/maximum-product-subarray.py,True
153,Find Minimum in Rotated Sorted Array,Medium,"[Search in Rotated Sorted Array, /problems/search-in-rotated-sorted-array/, Medium], [Find Minimum in Rotated Sorted Array II, /problems/find-minimum-in-rotated-sorted-array-ii/, Hard]",https://leetcode.com/articles/find-minimum-in-rotated-sorted-array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Suppose an array of length n sorted in ascending order is rotated between 1 and n times. For example, the array nums = [0,1,2,4,5,6,7] might become: Notice that rotating an array [a[0], a[1], a[2], ..., a[n-1]] 1 time results in the array [a[n-1], a[0], a[1], a[2], ..., a[n-2]]. Given the sorted rotated array nums of unique elements, return the minimum element of this array. You must write an algorithm that runs in O(log n) time. ",./PythonSolutions/find-minimum-in-rotated-sorted-array.py,True
154,Find Minimum in Rotated Sorted Array II,Hard,"[Find Minimum in Rotated Sorted Array, /problems/find-minimum-in-rotated-sorted-array/, Medium]",https://leetcode.com/articles/find-minimum-in-rotated-sorted-array-ii,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,"Suppose an array of length n sorted in ascending order is rotated between 1 and n times. For example, the array nums = [0,1,4,4,5,6,7] might become: Notice that rotating an array [a[0], a[1], a[2], ..., a[n-1]] 1 time results in the array [a[n-1], a[0], a[1], a[2], ..., a[n-2]]. Given the sorted rotated array nums that may contain duplicates, return the minimum element of this array. You must decrease the overall operation steps as much as possible. ",./PythonSolutions/find-minimum-in-rotated-sorted-array-ii.py,True
155,Min Stack,Easy,"[Sliding Window Maximum, /problems/sliding-window-maximum/, Hard], [Max Stack, /problems/max-stack/, Easy]",https://leetcode.com/articles/min-stack,https://leetcode.com/problems/min-stack,"Design a stack that supports push, pop, top, and retrieving the minimum element in constant time. Implement the MinStack class: ",./PythonSolutions/min-stack.py,True
160,Intersection of Two Linked Lists,Easy,"[Minimum Index Sum of Two Lists, /problems/minimum-index-sum-of-two-lists/, Easy]",https://leetcode.com/articles/intersection-of-two-linked-lists,https://leetcode.com/problems/intersection-of-two-linked-lists,"Given the heads of two singly linked-lists headA and headB, return the node at which the two lists intersect. If the two linked lists have no intersection at all, return null. For example, the following two linked lists begin to intersect at node c1: The test cases are generated such that there are no cycles anywhere in the entire linked structure. Note that the linked lists must retain their original structure after the function returns. Custom Judge: The inputs to the judge are given as follows (your program is not given these inputs): The judge will then create the linked structure based on these inputs and pass the two heads, headA and headB to your program. If you correctly return the intersected node, then your solution will be accepted. ",./PythonSolutions/intersection-of-two-linked-lists.py,True
162,Find Peak Element,Medium,"[Peak Index in a Mountain Array, /problems/peak-index-in-a-mountain-array/, Easy]",https://leetcode.com/articles/find-peak-element,https://leetcode.com/problems/find-peak-element,"A peak element is an element that is strictly greater than its neighbors. Given an integer array nums, find a peak element, and return its index. If the array contains multiple peaks, return the index to any of the peaks. You may imagine that nums[-1] = nums[n] = -∞. You must write an algorithm that runs in O(log n) time. ",./PythonSolutions/find-peak-element.py,True
169,Majority Element,Easy,"[Majority Element II, /problems/majority-element-ii/, Medium], [Check If a Number Is Majority Element in a Sorted Array, /problems/check-if-a-number-is-majority-element-in-a-sorted-array/, Easy]",https://leetcode.com/articles/majority-element,https://leetcode.com/problems/majority-element,"Given an array nums of size n, return the majority element. The majority element is the element that appears more than ⌊n / 2⌋ times. You may assume that the majority element always exists in the array. ",./PythonSolutions/majority-element.py,True
171,Excel Sheet Column Number,Easy,"[Excel Sheet Column Title, /problems/excel-sheet-column-title/, Easy]",https://leetcode.com/articles/excel-sheet-column-number,https://leetcode.com/problems/excel-sheet-column-number,"Given a string columnTitle that represents the column title as appear in an Excel sheet, return its corresponding column number. For example: ",./PythonSolutions/excel-sheet-column-number.py,True
172,Factorial Trailing Zeroes,Easy,"[Number of Digit One, /problems/number-of-digit-one/, Hard], [Preimage Size of Factorial Zeroes Function, /problems/preimage-size-of-factorial-zeroes-function/, Hard]",https://leetcode.com/articles/factorial-trailing-zeroes,https://leetcode.com/problems/factorial-trailing-zeroes,"Given an integer n, return the number of trailing zeroes in n!. Note that n! = n * (n - 1) * (n - 2) * ... * 3 * 2 * 1. ",./PythonSolutions/factorial-trailing-zeroes.py,True
173,Binary Search Tree Iterator,Medium,"[Binary Tree Inorder Traversal, /problems/binary-tree-inorder-traversal/, Medium], [Flatten 2D Vector, /problems/flatten-2d-vector/, Medium], [Zigzag Iterator, /problems/zigzag-iterator/, Medium], [Peeking Iterator, /problems/peeking-iterator/, Medium], [Inorder Successor in BST, /problems/inorder-successor-in-bst/, Medium], [Binary Search Tree Iterator II, /problems/binary-search-tree-iterator-ii/, Medium]",https://leetcode.com/articles/binary-search-tree-iterator,https://leetcode.com/problems/binary-search-tree-iterator,"Implement the BSTIterator class that represents an iterator over the in-order traversal of a binary search tree (BST): Notice that by initializing the pointer to a non-existent smallest number, the first call to next() will return the smallest element in the BST. You may assume that next() calls will always be valid. That is, there will be at least a next number in the in-order traversal when next() is called. ",./PythonSolutions/binary-search-tree-iterator.py,True
174,Dungeon Game,Hard,"[Unique Paths, /problems/unique-paths/, Medium], [Minimum Path Sum, /problems/minimum-path-sum/, Medium], [Cherry Pickup, /problems/cherry-pickup/, Hard]",https://leetcode.com/articles/dungeon-game,https://leetcode.com/problems/dungeon-game,"The demons had captured the princess and imprisoned her in the bottom-right corner of a dungeon. The dungeon consists of m x n rooms laid out in a 2D grid. Our valiant knight was initially positioned in the top-left room and must fight his way through dungeon to rescue the princess. The knight has an initial health point represented by a positive integer. If at any point his health point drops to 0 or below, he dies immediately. Some of the rooms are guarded by demons (represented by negative integers), so the knight loses health upon entering these rooms; other rooms are either empty (represented as 0) or contain magic orbs that increase the knight's health (represented by positive integers). To reach the princess as quickly as possible, the knight decides to move only rightward or downward in each step. Return the knight's minimum initial health so that he can rescue the princess. Note that any room can contain threats or power-ups, even the first room the knight enters and the bottom-right room where the princess is imprisoned. ",./PythonSolutions/dungeon-game.py,True
188,Best Time to Buy and Sell Stock IV,Hard,"[Best Time to Buy and Sell Stock, /problems/best-time-to-buy-and-sell-stock/, Easy], [Best Time to Buy and Sell Stock II, /problems/best-time-to-buy-and-sell-stock-ii/, Easy], [Best Time to Buy and Sell Stock III, /problems/best-time-to-buy-and-sell-stock-iii/, Hard]",https://leetcode.com/articles/best-time-to-buy-and-sell-stock-iv,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,"You are given an integer array prices where prices[i] is the price of a given stock on the ith day, and an integer k. Find the maximum profit you can achieve. You may complete at most k transactions. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ",./PythonSolutions/best-time-to-buy-and-sell-stock-iv.py,True
189,Rotate Array,Medium,"[Rotate List, /problems/rotate-list/, Medium], [Reverse Words in a String II, /problems/reverse-words-in-a-string-ii/, Medium]",https://leetcode.com/articles/rotate-array,https://leetcode.com/problems/rotate-array,"Given an array, rotate the array to the right by k steps, where k is non-negative. ",./PythonSolutions/rotate-array.py,True
190,Reverse Bits,Easy,"[Reverse Integer, /problems/reverse-integer/, Easy], [Number of 1 Bits, /problems/number-of-1-bits/, Easy]",https://leetcode.com/articles/reverse-bits,https://leetcode.com/problems/reverse-bits,Reverse bits of a given 32 bits unsigned integer. Note: ,./PythonSolutions/reverse-bits.py,True
191,Number of 1 Bits,Easy,"[Reverse Bits, /problems/reverse-bits/, Easy], [Power of Two, /problems/power-of-two/, Easy], [Counting Bits, /problems/counting-bits/, Medium], [Binary Watch, /problems/binary-watch/, Easy], [Hamming Distance, /problems/hamming-distance/, Easy], [Binary Number with Alternating Bits, /problems/binary-number-with-alternating-bits/, Easy], [Prime Number of Set Bits in Binary Representation, /problems/prime-number-of-set-bits-in-binary-representation/, Easy]",https://leetcode.com/articles/number-1-bits,https://leetcode.com/problems/number-of-1-bits,Write a function that takes an unsigned integer and returns the number of '1' bits it has (also known as the Hamming weight). Note: ,./PythonSolutions/number-of-1-bits.py,True
198,House Robber,Medium,"[Maximum Product Subarray, /problems/maximum-product-subarray/, Medium], [House Robber II, /problems/house-robber-ii/, Medium], [Paint House, /problems/paint-house/, Medium], [Paint Fence, /problems/paint-fence/, Medium], [House Robber III, /problems/house-robber-iii/, Medium], [Non-negative Integers without Consecutive Ones, /problems/non-negative-integers-without-consecutive-ones/, Hard], [Coin Path, /problems/coin-path/, Hard], [Delete and Earn, /problems/delete-and-earn/, Medium]",https://leetcode.com/articles/house-robber,https://leetcode.com/problems/house-robber,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed, the only constraint stopping you from robbing each of them is that adjacent houses have security systems connected and it will automatically contact the police if two adjacent houses were broken into on the same night. Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police. ",./PythonSolutions/house-robber.py,True
199,Binary Tree Right Side View,Medium,"[Populating Next Right Pointers in Each Node, /problems/populating-next-right-pointers-in-each-node/, Medium], [Boundary of Binary Tree, /problems/boundary-of-binary-tree/, Medium]",https://leetcode.com/articles/binary-tree-right-side-view,https://leetcode.com/problems/binary-tree-right-side-view,"Given the root of a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom. ",./PythonSolutions/binary-tree-right-side-view.py,True
200,Number of Islands,Medium,"[Surrounded Regions, /problems/surrounded-regions/, Medium], [Walls and Gates, /problems/walls-and-gates/, Medium], [Number of Islands II, /problems/number-of-islands-ii/, Hard], [Number of Connected Components in an Undirected Graph, /problems/number-of-connected-components-in-an-undirected-graph/, Medium], [Number of Distinct Islands, /problems/number-of-distinct-islands/, Medium], [Max Area of Island, /problems/max-area-of-island/, Medium]",https://leetcode.com/articles/number-of-islands,https://leetcode.com/problems/number-of-islands,"Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands. An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water. ",./PythonSolutions/number-of-islands.py,True
202,Happy Number,Easy,"[Linked List Cycle, /problems/linked-list-cycle/, Easy], [Add Digits, /problems/add-digits/, Easy], [Ugly Number, /problems/ugly-number/, Easy]",https://leetcode.com/articles/happy-number,https://leetcode.com/problems/happy-number,"Write an algorithm to determine if a number n is happy. A happy number is a number defined by the following process: Return true if n is a happy number, and false if not. ",./PythonSolutions/happy-number.py,True
203,Remove Linked List Elements,Easy,"[Remove Element, /problems/remove-element/, Easy], [Delete Node in a Linked List, /problems/delete-node-in-a-linked-list/, Easy]",https://leetcode.com/articles/remove-linked-list-elements,https://leetcode.com/problems/remove-linked-list-elements,"Given the head of a linked list and an integer val, remove all the nodes of the linked list that has Node.val == val, and return the new head. ",./PythonSolutions/remove-linked-list-elements.py,True
206,Reverse Linked List,Easy,"[Reverse Linked List II, /problems/reverse-linked-list-ii/, Medium], [Binary Tree Upside Down, /problems/binary-tree-upside-down/, Medium], [Palindrome Linked List, /problems/palindrome-linked-list/, Easy]",https://leetcode.com/articles/reverse-linked-list,https://leetcode.com/problems/reverse-linked-list,"Given the head of a singly linked list, reverse the list, and return the reversed list. ",./PythonSolutions/reverse-linked-list.py,True
207,Course Schedule,Medium,"[Course Schedule II, /problems/course-schedule-ii/, Medium], [Graph Valid Tree, /problems/graph-valid-tree/, Medium], [Minimum Height Trees, /problems/minimum-height-trees/, Medium], [Course Schedule III, /problems/course-schedule-iii/, Hard]",https://leetcode.com/articles/course-schedule,https://leetcode.com/problems/course-schedule,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai. Return true if you can finish all courses. Otherwise, return false. ",./PythonSolutions/course-schedule.py,True
208,Implement Trie (Prefix Tree),Medium,"[Design Add and Search Words Data Structure, /problems/design-add-and-search-words-data-structure/, Medium], [Design Search Autocomplete System, /problems/design-search-autocomplete-system/, Hard], [Replace Words, /problems/replace-words/, Medium], [Implement Magic Dictionary, /problems/implement-magic-dictionary/, Medium], [Implement Trie II (Prefix Tree), /problems/implement-trie-ii-prefix-tree/, Medium]",https://leetcode.com/articles/implement-trie-prefix-tree,https://leetcode.com/problems/implement-trie-prefix-tree,"A trie (pronounced as ""try"") or prefix tree is a tree data structure used to efficiently store and retrieve keys in a dataset of strings. There are various applications of this data structure, such as autocomplete and spellchecker. Implement the Trie class: ",./PythonSolutions/implement-trie-prefix-tree.py,True
209,Minimum Size Subarray Sum,Medium,"[Minimum Window Substring, /problems/minimum-window-substring/, Hard], [Maximum Size Subarray Sum Equals k, /problems/maximum-size-subarray-sum-equals-k/, Medium], [Maximum Length of Repeated Subarray, /problems/maximum-length-of-repeated-subarray/, Medium], [Minimum Operations to Reduce X to Zero, /problems/minimum-operations-to-reduce-x-to-zero/, Medium]",https://leetcode.com/articles/minimum-size-subarray-sum,https://leetcode.com/problems/minimum-size-subarray-sum,"Given an array of positive integers nums and a positive integer target, return the minimal length of a contiguous subarray [numsl, numsl+1, ..., numsr-1, numsr] of which the sum is greater than or equal to target. If there is no such subarray, return 0 instead. ",./PythonSolutions/minimum-size-subarray-sum.py,True
210,Course Schedule II,Medium,"[Course Schedule, /problems/course-schedule/, Medium], [Alien Dictionary, /problems/alien-dictionary/, Hard], [Minimum Height Trees, /problems/minimum-height-trees/, Medium], [Sequence Reconstruction, /problems/sequence-reconstruction/, Medium], [Course Schedule III, /problems/course-schedule-iii/, Hard], [Parallel Courses, /problems/parallel-courses/, Medium]",https://leetcode.com/articles/course-schedule-ii,https://leetcode.com/problems/course-schedule-ii,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai. Return the ordering of courses you should take to finish all courses. If there are many valid answers, return any of them. If it is impossible to finish all courses, return an empty array. ",./PythonSolutions/course-schedule-ii.py,True
212,Word Search II,Hard,"[Word Search, /problems/word-search/, Medium], [Unique Paths III, /problems/unique-paths-iii/, Hard]",https://leetcode.com/articles/word-search-ii,https://leetcode.com/problems/word-search-ii,"Given an m x n board of characters and a list of strings words, return all words on the board. Each word must be constructed from letters of sequentially adjacent cells, where adjacent cells are horizontally or vertically neighboring. The same letter cell may not be used more than once in a word. ",./PythonSolutions/word-search-ii.py,True
213,House Robber II,Medium,"[House Robber, /problems/house-robber/, Medium], [Paint House, /problems/paint-house/, Medium], [Paint Fence, /problems/paint-fence/, Medium], [House Robber III, /problems/house-robber-iii/, Medium], [Non-negative Integers without Consecutive Ones, /problems/non-negative-integers-without-consecutive-ones/, Hard], [Coin Path, /problems/coin-path/, Hard]",https://leetcode.com/articles/house-robber-ii,https://leetcode.com/problems/house-robber-ii,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed. All houses at this place are arranged in a circle. That means the first house is the neighbor of the last one. Meanwhile, adjacent houses have a security system connected, and it will automatically contact the police if two adjacent houses were broken into on the same night. Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police. ",./PythonSolutions/house-robber-ii.py,True
214,Shortest Palindrome,Hard,"[Longest Palindromic Substring, /problems/longest-palindromic-substring/, Medium], [Implement strStr(), /problems/implement-strstr/, Easy], [Palindrome Pairs, /problems/palindrome-pairs/, Hard]",https://leetcode.com/articles/shortest-palindrome,https://leetcode.com/problems/shortest-palindrome,You are given a string s. You can convert s to a palindrome by adding characters in front of it. Return the shortest palindrome you can find by performing this transformation. ,./PythonSolutions/shortest-palindrome.py,True
215,Kth Largest Element in an Array,Medium,"[Wiggle Sort II, /problems/wiggle-sort-ii/, Medium], [Top K Frequent Elements, /problems/top-k-frequent-elements/, Medium], [Third Maximum Number, /problems/third-maximum-number/, Easy], [Kth Largest Element in a Stream, /problems/kth-largest-element-in-a-stream/, Easy], [K Closest Points to Origin, /problems/k-closest-points-to-origin/, Medium]",https://leetcode.com/articles/kth-largest-element-in-an-array,https://leetcode.com/problems/kth-largest-element-in-an-array,"Given an integer array nums and an integer k, return the kth largest element in the array. Note that it is the kth largest element in the sorted order, not the kth distinct element. ",./PythonSolutions/kth-largest-element-in-an-array.py,True
216,Combination Sum III,Medium,"[Combination Sum, /problems/combination-sum/, Medium]",https://leetcode.com/articles/combination-sum-iii,https://leetcode.com/problems/combination-sum-iii,"Find all valid combinations of k numbers that sum up to n such that the following conditions are true: Return a list of all possible valid combinations. The list must not contain the same combination twice, and the combinations may be returned in any order. ",./PythonSolutions/combination-sum-iii.py,True
217,Contains Duplicate,Easy,"[Contains Duplicate II, /problems/contains-duplicate-ii/, Easy], [Contains Duplicate III, /problems/contains-duplicate-iii/, Medium]",https://leetcode.com/articles/contains-duplicate,https://leetcode.com/problems/contains-duplicate,"Given an integer array nums, return true if any value appears at least twice in the array, and return false if every element is distinct. ",./PythonSolutions/contains-duplicate.py,True
218,The Skyline Problem,Hard,"[Falling Squares, /problems/falling-squares/, Hard]",https://leetcode.com/articles/skyline-problem,https://leetcode.com/problems/the-skyline-problem,"A city's skyline is the outer contour of the silhouette formed by all the buildings in that city when viewed from a distance. Given the locations and heights of all the buildings, return the skyline formed by these buildings collectively. The geometric information of each building is given in the array buildings where buildings[i] = [lefti, righti, heighti]: You may assume all buildings are perfect rectangles grounded on an absolutely flat surface at height 0. The skyline should be represented as a list of ""key points"" sorted by their x-coordinate in the form [[x1,y1],[x2,y2],...]. Each key point is the left endpoint of some horizontal segment in the skyline except the last point in the list, which always has a y-coordinate 0 and is used to mark the skyline's termination where the rightmost building ends. Any ground between the leftmost and rightmost buildings should be part of the skyline's contour. Note: There must be no consecutive horizontal lines of equal height in the output skyline. For instance, [...,[2 3],[4 5],[7 5],[11 5],[12 7],...] is not acceptable; the three lines of height 5 should be merged into one in the final output as such: [...,[2 3],[4 5],[12 7],...] ",./PythonSolutions/the-skyline-problem.py,True
219,Contains Duplicate II,Easy,"[Contains Duplicate, /problems/contains-duplicate/, Easy], [Contains Duplicate III, /problems/contains-duplicate-iii/, Medium]",https://leetcode.com/articles/contains-duplicate-ii,https://leetcode.com/problems/contains-duplicate-ii,"Given an integer array nums and an integer k, return true if there are two distinct indices i and j in the array such that nums[i] == nums[j] and abs(i - j) <= k. ",./PythonSolutions/contains-duplicate-ii.py,True
220,Contains Duplicate III,Medium,"[Contains Duplicate, /problems/contains-duplicate/, Easy], [Contains Duplicate II, /problems/contains-duplicate-ii/, Easy]",https://leetcode.com/articles/contains-duplicate-iii,https://leetcode.com/problems/contains-duplicate-iii,"Given an integer array nums and two integers k and t, return true if there are two distinct indices i and j in the array such that abs(nums[i] - nums[j]) <= t and abs(i - j) <= k. ",./PythonSolutions/contains-duplicate-iii.py,True
221,Maximal Square,Medium,"[Maximal Rectangle, /problems/maximal-rectangle/, Hard], [Largest Plus Sign, /problems/largest-plus-sign/, Medium]",https://leetcode.com/articles/maximal-square,https://leetcode.com/problems/maximal-square,"Given an m x n binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area. ",./PythonSolutions/maximal-square.py,True
